node_id,parent_id,tag,text,label
0,,ROOT,,n
12,0,div,,n
15,12,div,,n
16,15,div,,n
17,16,text,Products,n
19,16,span,2060,n
21,15,div,,n
22,21,text,Articles and Information,n
24,21,span,10,n
31,12,ul,,n
36,31,div,Recipe,n
39,31,div,Polio Vaccine and Immunization | Rite Aid,n
42,31,div,Mumps Vaccine and Immunization | Rite Aid,n
45,31,div,Rite Aid Photo,n
50,31,div,Beauty Rest 101,n
53,31,div,Online Store Terms and Conditions,n
56,31,div,Medicare Part D | Help With Medicare Part D,n
57,12,div,,n
63,57,div,Filter By,n
64,57,div,,n
65,64,div,,n
72,65,div,Close,n
74,65,div,Clear All,n
75,64,div,,n
77,75,li,,n
80,77,div,Bonuscash Value,n
89,77,li,00,n
101,75,li,,n
104,101,div,Category,n
107,101,ul,,n
113,107,li,Beauty,n
121,107,li,Hair Care and Accessories,n
129,107,li,Promotions,n
137,107,li,Shampoo and Conditioner,n
145,107,li,Proud Planet,n
161,107,li,Styling Products,n
169,107,li,Hair Color,n
177,107,li,Enhanced Beauty,n
185,107,li,Tools and Accessories,n
201,107,li,Ingredient Preference,n
209,107,li,Personal Care,n
241,107,li,Black Owned or Founded Brands,n
249,107,li,Hair and Scalp Treatment,n
257,107,li,Free-From Beauty Products,n
281,107,li,Total Beauty,n
297,107,li,Women Owned or Founded Brands,n
305,107,li,Hair,n
321,107,li,Men's Grooming,n
337,107,li,Appliances,n
393,107,li,Hair Regrowth and Thickening,n
409,107,li,Personal Care and Beauty,n
425,107,li,Valentine's,n
449,107,li,Makeup and Sun Care,n
457,107,li,Pride 2021,n
497,107,li,Rite Aid Brands,n
537,107,li,Perms and Straightners,n
617,107,li,Travel Size,n
641,107,li,Explore New Beauty,n
657,107,li,Bath and Body,n
713,107,li,All Skin Care,n
769,107,li,Rite Aid Brand,n
817,107,li,Skin Care,n
849,107,li,Beauty and Hair,n
865,107,li,Bodywash and Soap,n
909,75,li,,n
912,909,div,Manufacturer,n
915,909,ul,,n
1393,915,li,Mane'N Tail,n
1401,915,li,Twist,n
1409,915,li,Difeel,n
1417,915,li,Godefroy,n
1425,915,li,Hot Tools,n
1433,915,li,Jamaican,n
1441,915,li,Love Beauty and Planet,n
1449,915,li,Maui Moisture,n
1457,915,li,Paul Mitchell,n
1465,915,li,Rogaine,n
1473,915,li,Sauce Beauty,n
1481,915,li,Soft Sheen-Carson,n
1489,915,li,Sunny Isle,n
1497,915,li,artnaturals,n
1505,915,li,Africa's Best,n
1513,915,li,Alaffia,n
1521,915,li,Alikay,n
1529,915,li,Doo Gro,n
1537,915,li,Hollywood Beauty,n
1545,915,li,Murrays,n
1553,915,li,Neutrogena,n
1561,915,li,Pura D'or,n
1569,915,li,Renpure,n
1577,915,li,Selsun Blue,n
1585,915,li,Wahl,n
1593,915,li,tgin,n
1601,915,li,As I Am,n
1609,915,li,Barlow's,n
1617,915,li,Color Oops,n
1625,915,li,Cremo,n
1633,915,li,Ebin,n
1641,915,li,Everpro,n
1649,915,li,Finesse,n
1657,915,li,Nourish and Shine,n
1665,915,li,Purezero,n
1673,915,li,Salon Grafix,n
1681,915,li,She Is Bomb,n
1689,915,li,Tropic Isle,n
1697,915,li,Wakati,n
1705,915,li,BB,n
1713,915,li,BigSexyHair,n
1717,75,li,,n
1720,1717,div,Price,n
