node_id,parent_id,tag,text,label
0,,ROOT,,n
3,0,div,,n
4,3,div,,n
6,4,h1,Equestrian Riding Gear,n
9,4,div,,n
12,9,span,Page Breadcrumb,n
15,9,li,Home,n
20,9,li,Horse,n
25,9,li,Equestrian Riding Gear,n
40,3,div,,n
42,40,h2,Shop By Category,n
43,40,div,,n
47,43,h3,Equestrian Riding Clothing,y
51,43,h3,Equestrian Riding Footwear,y
55,43,h3,Equestrian Riding Gloves,y
59,43,h3,Equestrian Riding Safety,y
63,43,h3,Equestrian Riding Gear Accessories,y
67,43,h3,Whips and Crops,y
71,43,h3,Spurs and Straps,y
75,43,h3,Western and Cowboy Hats,y
77,40,button,Show More,n
80,3,div,,n
82,80,h3,Customer Favorites,n
86,80,div,,n
254,86,div,$24.99,n
256,86,div,"Dorfman Pacific Unisex Justin Buckaroo Straw Cowboy Hat, JST0256BUCK",n
298,3,div,,n
300,298,div,"The ""null"" is not available. You may find a similar item from the selection below :",n
305,298,li,,n
307,305,span,647,n
309,305,span,products in,n
311,305,h3,Equestrian Riding Gear,n
312,298,div,,n
313,312,div,,n
314,313,span,,n
316,314,label,"items per page, press the tab or shift tab arrows on your keyboard.",n
317,314,text,View,n
319,313,span,,n
320,319,text,60,n
323,319,text,120,n
326,319,text,180,n
329,312,div,,n
332,329,span,Product Sort Options. Use up or down arrows to change criteria.,n
334,329,div,,n
336,334,option,Sort by Most Popular,n
338,334,option,Sort by Ratings,n
340,334,option,Sort by Name,n
342,334,option,Sort by Name,n
344,334,option,Sort by Price,n
346,334,option,Sort by Price,n
348,334,option,Sort by Recency,n
350,334,option,Sort by New Arrivals,n
355,3,div,Filter by,n
357,3,div,,n
360,357,div,,n
368,360,div,,n
370,368,h3,Get it Fast!,n
371,368,ul,,n
372,371,li,,n
374,372,div,,n
377,374,span,Curbside or Pickup In Store today,n
383,374,span,43,n
389,372,div,,n
391,389,span,Sandy OR,n
392,389,text,Edit,n
395,371,li,,n
397,395,span,Same Day Delivery Eligible,n
400,395,span,63,n
406,368,li,,n
408,406,strong,Pickup or Delivery Options,n
411,406,div,,n
413,411,span,Curbside or Pickup In Store,n
417,411,span,44,n
424,406,div,,n
426,424,span,Standard Delivery Eligible,n
429,424,span,644,n
436,368,li,,n
438,436,strong,TSC Subscription Options,n
441,436,div,,n
443,441,span,TSC Subscription Pickup,n
446,441,span,26,n
452,360,div,,n
454,452,label,Narrow your search results,n
458,452,span,Clear filters,n
459,360,div,,n
461,459,h3,Category,n
463,459,span,Press enter to collapse or expand the menu.,n
471,459,ul,,n
474,471,li,Equestrian Riding Clothing,y
477,471,li,Equestrian Riding Footwear,y
480,471,li,Equestrian Riding Gloves,y
482,471,li,Show All,y
485,471,li,Equestrian Riding Safety,y
