node_id,parent_id,tag,text,label
0,,ROOT,,n
58,0,div,,n
73,58,div,,n
75,73,h1,Soccer Equipment List,n
77,73,p,"Soccer is the world’s most-watched sport. Two teams of eleven face off on a field over 100 yards long and 50 yards wide for ninety minutes of precision passing, endless sprinting , and astonishing goals. From young school children to old-timers reliving their glory days, almost everybody has played or watched soccer at one point in their lives.",n
82,73,p,"While everybody can enjoy soccer, and it’s a relatively low-cost game, there’s still a lot that goes into ensuring player safety and comfort. Not only do players need to have a ball and a field, but they also need to have matching uniforms, the right kinds of shoes, and shin protectors, and that’s not even including what’s needed before and after the game.",n
83,58,div,,n
87,83,h2,Contents,n
90,83,ul,,n
92,90,li,Soccer Equipment,n
94,90,li,Accessories,n
96,90,li,Agility Ladders,y
98,90,li,Athletic Tape,y
100,90,li,Benches,y
102,90,li,Cages,y
104,90,li,Captain's Armband,y
106,90,li,Clipboard,y
108,90,li,Cones,y
110,90,li,Field or Pitch,y
112,90,li,Goal Net,y
114,90,li,Goalie Gloves,y
116,90,li,Goalie Jersey,y
118,90,li,Indoor Shoes,y
120,90,li,Kits And Uniforms,y
122,90,li,Long Socks,y
124,90,li,Long Sleeve Shirt,y
126,90,li,Mouth Guards,y
128,90,li,Penalty Cards,y
130,90,li,Practice Clothes,y
132,90,li,Referee Clothing,y
134,90,li,Referee Flags,y
136,90,li,Shin Guards,y
138,90,li,Shin Pads,y
140,90,li,Snacks,y
142,90,li,Soccer Bags,y
150,90,li,Soccer Shorts,y
152,90,li,Stopwatch,y
154,90,li,Studs,y
156,90,li,Training Balls,y
158,90,li,Turf Shoes,y
160,90,li,Warmup Clothes,y
162,90,li,Water Bottle,y
164,90,li,Whistles,y
166,58,div,,n
168,166,h2,Soccer Equipment,n
170,166,p,"If you’re interested in soccer but are looking for help because you don’t know what to buy to play, then you’ve come to the right place! Read below for information on all kinds of soccer equipment .",n
173,58,div,,n
175,173,h2,Accessories,y
177,173,p,"Soccer accessories are everything you need to play the game aside from yourself and the other players! Each accessory is an important part of a soccer player’s arsenal, from uniforms and practice kits to shin guards, shoes, and more. Some accessories are more necessary than others and can be very cheap or wildly expensive. Read below for more information on all kinds of soccer accessories!",n
178,58,div,,n
180,178,h2,Agility Ladders,y
182,178,p,"Agility ladders are cloth-and-plastic ladders placed onto the ground, through which players can run and perform drills during practice or before a game. By running over the rungs of the ladder in different patterns, players use various muscles and motions that will help them in games . Agility ladders can help improve footwork, balance, coordination, and speed.",n
188,178,p,"When purchasing a ladder, find one that is durable and easily stored. Getting one with adjustable rungs will help you create different drills that test different foot movements. Agility ladders tend to run about $20, so while they aren’t the cheapest, they’re still relatively affordable and are an important part of an athlete’s training room.",n
189,58,div,,n
191,189,h2,Athletic Tape,y
193,189,p,"Athletic tape is a kind of tape made from a polyester and cotton blend that is used for injury rehabilitation and prevention. The tape is wrapped strategically around the injured area, restricting the motion of an injured joint or muscle and providing reinforcement to the healing area. It is best to be taped by a trainer or physician, but because that’s not always possible, ensure you understand how to properly apply the tape to the affected area and consult with a professional before doing so yourself.",n
195,189,p,"Although some brands offer specialty tape, such as KT Tape, any plain roll of athletic tape will do. Most online stores offer bulk deals on athletic tape at around $1 per roll, so that is most likely your best bet.",n
196,58,div,,n
198,196,h2,Benches,y
200,196,p,"The soccer bench is where players sit when they aren’t actively playing on the field . They’re placed on one side of the pitch , and both teams get their own separate benches. A player on the bench might be used as a substitute for a starter when they get tired, or they might be an injured player cheering on their teammates. The bench is also where most teams congregate when play is stopped to come up with and talk about game plans. If buying a bench, ensure you get one large enough to fit your whole team. You don’t want to make some players stand because there isn’t enough room!",n
205,58,div,,n
207,205,h2,Cages,y
209,205,p,"Cageball is a kind of soccer that can be played when there is limited space available, like in a city, or when there is too much snow covering the ground to play a full game. The game is played inside a small cage, with an outer wall rising about 3 feet from the ground and covered with netting or fencing above, which keeps the ball in play.",n
213,205,p,"Buying a soccer cage is a big investment, as they are often quite expensive and can require a lot of maintenance. However, if cageball is something that you are interested in, some facilities offer cages that can be rented out, so check in with your local sports complex to see if they have one.",n
216,58,div,,n
218,216,h2,Captain's Armband,y
220,216,p,"The captain’s armband is a cloth band that is worn on the arm of a soccer team’s captain. It is used to help distinguish the captain from other players on a team, which is often helpful for referees , who can relay information through team captains. It can also be useful for fans, so they know who is leading the team on the pitch. It is important that the armband is bright and easily visible so that the captain will stand out even from a far distance.",n
224,216,p,Armbands are usually made with the team colors to match the player’s uniform. Armbands are easy to come by and can be bought for around $4 online. Most local sports stores will have similar prices as well.,n
225,58,div,,n
227,225,h2,Clipboard,y
229,225,p,"The clipboard is important for all coaches in any sport. A clipboard can hold important documents and information like rosters, player movements, and scouting reports. Some more expensive clipboards have dry-erase diagrams of the soccer pitch, which come in handy when a coach is trying to show a team a certain play. Other clipboards are simple wood and are used only to keep hold of vital pieces of paper. Most clipboards are affordable on a low budget, so getting one as a coach is well worth it! Keeping everything all together in one place can save you time and stress.",n
230,58,div,,n
232,230,h2,Cones,y
234,230,p,"Soccer cones can be used to define boundaries in games or set defined spaces for drills in practice. Cones are often used by coaches to denote distances and points to which players should run or complete their drills. Traditional cones are taller and are usually used to mark the edges of things like scrimmage fields, while flat cones are used more often for agility drills.",n
236,230,p,"If you’re looking to buy cones, make sure they’re easily visible. Dark-colored or green cones might not stand out enough once put onto the ground, especially if players are moving quickly and not paying attention!",n
237,58,div,,n
239,237,h2,Field or Pitch,y
241,237,p,"The soccer field is the field of play. A full-sized field is between 100 and 130 yards long and 50 to 100 yards wide, but each field can vary in size. While professional teams play in massive stadiums, most people can play in public spaces like parks, which usually have soccer fields already set up with lines drawn on the grass. You can always make your own if there isn’t a pitch nearby. All you need is a way to measure the field and cones to set the boundaries!",n
