node_id,parent_id,tag,text,label
0,,ROOT,,n
1,0,article,,n
2,1,div,,n
401,2,h1,The Ultimate Road Trip Packing List – All the Road Trip Essentials You Could Ever Need!,n
402,2,div,,n
404,402,p,In This Post,n
409,402,ul,,n
410,409,li,,n
412,410,span,1,n
413,410,text,The Ultimate Road Trip Packing List,n
414,409,li,,n
416,414,span,2,n
417,414,text,Little Road Trip Accessories That Can Make a Big Difference,n
419,414,li,,n
421,419,span,1,n
422,419,text,And if traveling in winter or road tripping to cold locations,n
423,409,li,,n
425,423,span,3,n
426,423,text,Stay connected and Entertained on your Road Trip,n
427,409,li,,n
429,427,span,4,n
430,427,text,Road Trip Packing List – The Comfort Kit,n
431,409,li,,n
433,431,span,5,n
434,431,text,Road Trip Packing List – Your Personal Care Kit,n
435,409,li,,n
437,435,span,6,n
438,435,text,Helpful or Miscellaneous Road Trip Items,n
439,2,div,,n
441,439,strong,MORE ROAD TRIP RESOURCES,n
444,439,text,Get excited about your road trip with our favorite,n
446,439,strong,Road Trip Quotes,n
448,439,br,– to get you from A to B,n
450,439,strong,Road Trip Tips,n
453,439,br,– Kick-Ass,n
455,439,strong,Road Trip Playlist,n
460,439,strong,15 Best Road Trips from Las Vegas,n
462,439,br,– + Travel Tips,n
464,439,strong,New Zealand Road Trip Itineraries,n
478,2,h2,The Ultimate Road Trip Packing List,n
479,2,ul,,n
480,479,li,,n
482,480,strong,License and registration,y
484,480,br,Obvious. Do NOT leave home without them. They are the ultimate road trip essentials!,n
485,479,li,,n
487,485,strong,your car insurance policy and the relevant contact numbers,y
489,485,br,"Hopefully you won’t need to use your insurance, but keep a copy in the car just in case.",n
490,479,li,,n
492,490,strong,Your car’s manual,y
494,490,br,wifi range!,n
495,479,li,,n
497,495,strong,Spare tire,y
499,495,br,– and check the one you have is in good condition before you set off.,n
500,479,li,,n
502,500,strong,Roadside Emergency Kit,y
504,500,text,"This car emergency kit contains Battery Booster Cables, 2 Light Sticks, Reflective Vest, Emergency Rain Poncho, Warning triangle, whistle, Tire Pressure Gauge, Window Breaker etc. This all in one kit has you covered for any possible eventuality.",n
516,2,div,,n
519,516,h2,Little Road Trip Accessories That Can Make a Big Difference,n
520,516,ul,,n
521,520,li,,n
523,521,strong,Paper maps or Maps.Me App,y
525,521,br,Paper Maps – because there isn’t cell service everywhere .,n
531,521,br,is a free app allows you to download detailed maps which can be used offline and without cell service and acts as GPS. It helped us drive across South Africa and I tell everyone I know about it!,n
