node_id,parent_id,tag,text,label
0,,ROOT,,n
3,0,div,,n
17,3,h1,Hair Care Products,n
18,3,div,,n
20,18,div,,n
21,20,text,Skip left navigation,n
23,20,div,,n
26,23,h2,Categories,n
27,23,ul,,n
29,27,li,Hair Color,y
31,27,li,Shampoo and Conditioner,y
33,27,li,Clean Hair Care,y
35,27,li,Textured Hair Care,y
37,27,li,Salon Hair Care,y
39,27,li,Styling Products,y
41,27,li,Hair and Scalp Treatments,y
43,27,li,Styling Tools and Appliances,y
45,27,li,Hair Brushes and Accessories,y
47,27,li,Sale on Hair Care,n
50,27,li,Shop All Hair Care,n
53,20,div,,n
56,53,h2,Deals and Promotions,n
57,53,ul,,n
59,57,li,Sales and Offers,n
61,57,li,Coupon Available,n
63,57,li,Walgreens Cash Rewards,n
65,57,li,Gift With Purchase,n
68,20,div,,n
69,68,div,,n
72,69,h2,Brands,n
73,69,ul,,n
75,73,li,Conair,n
77,73,li,Garnier,n
79,73,li,Head and Shoulders,n
81,73,li,John Frieda,n
83,73,li,L'Oreal Paris,n
85,73,li,OGX,n
87,73,li,Pantene,n
89,73,li,Scunci,n
91,73,li,SheaMoisture,n
93,73,li,Suave,n
95,73,li,TRESemme,n
97,73,li,Walgreens,n
101,68,li,View More,n
103,18,div,,n
114,103,div,,n
116,114,strong,2 or $12,n
117,114,text,Tresemme hair care + $4 coupon on 2,n
119,103,div,,n
121,119,div,,n
124,121,h2,Highlights,n
125,121,ul,,n
128,125,li,,n
131,128,div,Find Your Look,n
133,128,div,Try on select Hair Color Virtually!,n
143,125,li,Style Your Natural Curls,n
150,125,li,,n
153,150,div,LEARN MORE,n
155,150,div,about Scalp Health,n
161,119,div,,n
164,161,h2,Sales and Offers,n
173,161,div,,n
185,173,div,"OGX, Maui Moisture...",n
192,173,div,,n
195,192,div,"Spend $20, Get $5 W Cash rewards",n
202,192,div,"Buy $20 or more participating Dove, Axe, Degree or Suave products and receive $5 Walgreens Cash rewards.",n
229,173,div,Head and Shoulders,n
244,173,div,"Not Your Mother's, RealRaw...",n
259,173,div,John Frieda,n
274,173,div,Carol's Daughter,n
284,173,div,"Buy 3 select Personal Care items, Earn $5 W Cash rewards",n
302,173,div,"Cantu, Parfums de Coeur",n
317,173,div,"Donna, Titan...",n
332,173,div,"SoftSheen-Carson Dark and Lovely, Care Free Curl...",n
347,173,div,Hollywood Beauty,n
354,173,div,,n
357,354,div,"Buy 2, get 3rd FREE",n
362,354,div,"Dr. Bronner's, PURA D'OR...",n
377,173,div,Walgreens,n
392,173,div,"Rasta Locks and Twist, JAMAICAN MANGO and LIME...",n
407,173,div,Alaffia,n
422,173,div,Pantene,n
437,173,div,"Moisture Miracle, African Pride",n
452,173,div,Kiss,n
467,173,div,"Toppik, Viviscal",n
